Wok 4 Hunger,Punjabi Bagh,+91 8766299673,600,"22,CSC Market, Club Road, Punjabi Bagh Extension, New Delhi",West Delhi,"Takeaway, Delivery","wok 4 hunger new delhi menu, wok 4 hunger new delhi, wok 4 hunger menu, wok 4 hunger restaurant, wok 4 hunger punjabi bagh menu",6,Claim this listing,Not Available,"Home Delivery, Seating Not Available" 
InstaBox,Netaji Subhash Place,+91 9870407397,450,3.3/5,"Aggarwal Corporate Heights, Netaji Subhash Place, New Delhi",North Delhi,Maybe Delivery,"insta box, instabox nsp, instabox menu, instabox भोजन, instabox",56,Claimed listing ,"Kadhai Paneer, Vegetable Noodles","Breakfast, Home Delivery"
Getafix,DLF Phase 4,0124 4326612,1200,4.0/5,"Shop 14 and 15, Ground Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Gurgaon (Gurugram),"Casual Dining, Caf","zomato getafix review user, getafix menu, getafix restaurent gurgoan, cafe, healthy food restaurants in delhi",0,Claimed listing ,"Healthy Breakfast, Smoothie Bowl, House Salad, Salads, Burgers, Pizza, Carrot Cake","Home Delivery, No Alcohol Available"
Baskin Robbins,Golf Course Road,+91 8130666780,300,2.6/5,"LG-K3, DLF South Point Mall, Golf Course Road, Gurgaon",Gurgaon (Gurugram),Dessert Parlor,"baskin robbins sauth point mall, 91 97335 76478, baskin robbins south point mall, 1, baskin robbins south point mall contect number",0,Claimed listing ,Not Available,"Home Delivery, Wheelchair Accessible, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Tea & Coffee,Rohini,Not Available,200,-,"Ground Floor, Near Pantaloons, Metro Walk Mall, Sector 11, Rohini, New Delhi",North Delhi,"Quick Bites, Dessert Parlor","metrowalk in delhi rohini, cofeetea cost at delhi, metrowalk in delhi tea, metrowalk, metro walk restaurants rohini",0,Claim this listing,Not Available,"Takeaway Only, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Honey & Dough,SDA,+91 8527966844,600,3.9/5,"Shop 1, Building C7, SDA Market, SDA, New Delhi",South Delhi,Bakery,"honey and dough, honey and dough sda market, honey and dough menu, baby and sda market vr, lulu lulu what is delhi what is honey",0,Claimed listing ,"Waffles, Chocolate Cheesecake, Cup Cake, Blueberry Muffins, Oreo Shake, Sandwich, Nutella Waffle","Home Delivery, No Alcohol Available, Desserts and Bakes, Wifi, Free Wifi"
Da Pizza Makers,Pitampura,+91 9999121209,600,-,"3432-C, Ground Floor, Raja park, Rani Bagh, Pitampura, New Delhi",North Delhi,Quick Bites,"da pizza makers restaurant, da pizza makers new delhi menu, da pizza makers new delhi, da pizza makers menu, da pizza makers pitampura menu",2,Claim this listing,Not Available,Home Delivery
Udupi Eating House,Rajinder Nagar,011 25860462,350,3.2/5,"4, Ground Floor, Old Rajinder Nagar, New Delhi",West Delhi,Quick Bites,"1, udupi old rajinder nagar, udupi rajendra place, udupi eating house new delhi delhi, udupi rajinder nagar",60,Claim this listing,Not Available,"Breakfast, Vegetarian Only, No Alcohol Available, Free Parking"
Otik Cake Shop,Rajouri Garden,011 41003133,450,3.8/5,"Shop 2, J-12/22, Rajouri Garden, New Delhi",West Delhi,"Bakery, Quick Bites","otik rajouri garden, otik cake shop rajouri garden, otik cake shop new delhi delhi 110027, otik cake shop new delhi delhi, 1",0,Claimed listing ,"Tiramisu, Sandwiches, Waffles, Fondant Cake, Cup Cake, Cheesecake, Chocolate Truffle","Home Delivery, No Alcohol Available, Desserts and Bakes"
JLWA,Janpath,+91 9873200147,1500,Not Available,"22, Janpath, New Delhi",Central Delhi,Casual Dining,"jalwa 22 janpath, jalwa resturant delhi, jalwa restaurant, jalwa, jalwa cp",0,Claim this listing,Not Available,Full Bar Available
Fuji Japanese Restaurant,Connaught Place,011 33107682,2000,3.9/5,"M-41/2, Speedbird House, Middle Circle, Connaught Place, New Delhi",Central Delhi,Fine Dining,"fuji restaurant cp, fuji japanese restaurant new delhi delhi, fuji japanese restaurant new delhi delhi 110001, fuji restaurant delhi, 1",0,Claimed listing ,"Sushi, Rolls, Caramel Custard, Mocktails, Ramen, Salmon, Yaki Tori","Home Delivery, Full Bar Available, Wifi, Table booking recommended"
Pizza 96,Sainik Farms,011 30806312,300,3.5/5,"A96, Saidulajab, Sainik Farms, New Delhi",South Delhi,Quick Bites,"pizza hub saket menu, pizza hub delhi saidulajab, pizza 96 saket, pizza96, pizza hub saket",0,Claimed listing ,"Pizza, Garlic Bread, Pasta","Home Delivery, No Alcohol Available, Drive Thru, Free Parking"
Monginis,Lawrence Road,011 49534786,150,-,"S-82, School Block, Keshav Puram, Tri Nagar, Lawrence Road, New Delhi",North Delhi,"Bakery, Dessert Parlor","lawrence school delhi, monginis store in delhi, monginis menu, monginis keshav puram, monginis cake shop new delhi delhi",3,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available, Desserts and Bakes, Pre-Ordering Required"
Earthen Oven - Fortune Inn Grazia,"Sector 27, Noida",0120 4543213,1500,3.4/5,"Fortune Inn Grazia, Block-I, Plot 1A, Sector 27, Noida",Noida,Casual Dining,"fortune noida, fortune noida buffet, 1, fortune inn grazia noida, fortune hotel noida",0,Claimed listing ,"Coffee, Dal Makhani, Kheer, Paneer Khurchan, Phirni","Breakfast, Wheelchair Accessible, Full Bar Available, Valet Parking Available, Smoking Area, Kid Friendly, Table booking recommended, 4/5 Star"
Bengali By Nature,"MG Road, Gurgaon",+91 8800853942,400,3.2/5,"Shop 1016, Maruti Vihar, Chakkarpur, MG Road, Gurgaon",Gurgaon (Gurugram),Maybe Delivery,"bengali by nature menu, 1, bengali by nature gurugram haryana, bengali by nature gurgaon haryana, bengali by nature",0,Claimed listing ,"Rasgulla, Rolls, Fish Kaviraji, Dal Tadka","Home Delivery, No Alcohol Available"
Xplode,Saket,011 26512343,2000,2.6/5,"18 & 19, PVR Anupam Complex, Community Centre, Saket, New Delhi",South Delhi,Lounge,"1, xplode saket, xplode lounge saket, explode saket, explode saket menu",0,Claim this listing,Dj,"Serves Non Veg, Full Bar Available, Nightlife, Table booking recommended"
Castle 9,Connaught Place,+91 9899744947,1350,3.2/5,"B-45/47, 1st Floor, Near PVR Plaza, Connaught Place, New Delhi",Central Delhi,"Bar, Casual Dining","castle 9 new delhi delhi, castle 9, 1, castle 9 cp, castle9",0,Claimed listing ,"Mojito, Chilli Chicken, Vegetable Biryani, Veggie Pizza, Beer, Butter Chicken, Chaat","Full Bar Available, Live Sports Screening, Table booking recommended, Live Music, Smoking Area, Nightlife"
Ricks Bar - The Taj Mahal Hotel,Mansingh Road,011 23026162,4200,3.5/5,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi",Central Delhi,Lounge,"taj hotel bar menu, taj bar menu, ricks taj mansingh, 1, ricks",0,Claimed listing ,Mocktails,"Wheelchair Accessible, Full Bar Available, 4/5 Star, Valet Parking Available, Nightlife, Table booking recommended"
Central Perk,Delhi University-GTB Nagar,+91 7838110592,750,3.6/5,"2510, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",North Delhi,Caf,"central perk cafe delhi, central perk gtb nagar, central perk delhi, central perk hudson lane, central perk",0,Claimed listing ,"Mocktails, Cheesy Fries, Burgers, Nachos, Joey Pizza, Red Sauce Pasta, Spring Roll","Home Delivery, No Alcohol Available, Wifi, Table booking recommended"
Social Affaire,Karol Bagh,011 33106085,1500,NEW,"17A/12, Ground Floor, Pusa Road, Near Metro Pillar 98, 99, Karol Bagh, New Delhi",West Delhi,Casual Dining,"social affaire new delhi menu, social affaire karol bagh menu, social affaire new delhi, social affaire restaurant, social affaire menu",0,Claimed listing ,"Panner Tikka, Pizza, Fish","Home Delivery, Live Music, Wifi"
Keya,Vasant Kunj,+91 9650255777,2500,2.5/5,"122-124, Ground Floor, DLF Promenade Mall, Vasant Kunj, New Delhi",South Delhi,Bar,"1, keya vasant kunj, keya delhi, keya dlf promenade, keya",0,Claimed listing ,"Sushi, Sangria, Cocktails, Nachos, Martini, Pasta, Pizza","Wheelchair Accessible, Full Bar Available, Valet Parking Available, Smoking Area, Nightlife, Table booking recommended, Outdoor Seating"
Punjabi Rasoi,Hauz Khas,+91 9910694240,2500,NEW,"65A/1, Kalu Sarai, Near, DDA Market, Kalu Sarai, Hauz Khas, New Delhi, Delhi NCR",South Delhi,Quick Bites,"punjabi rasoi new delhi menu, punjabi rasoi restaurant, punjabi rasoi menu, punjabi rasoi hauz khas menu, punjabi rasoi new delhi",1,Claim this listing,Not Available,"Home Delivery, Vegetarian Only"
Tandoori Cafe,Greater Kailash 2 (GK2),+91 9718512211,400,4.3/5,"M33, M Block Market, Greater Kailash (GK) 2, New Delhi",South Delhi,Quick Bites,"tandori cafe reviews gk 2, tandori cafe gk2 zomato reviews, tandoori cafe gk2 zomato reviews, tandori cafe reviews zomato, tandori cafe gk2 menu",0,Claimed listing ,"Dal Makhani, Kadhai Paneer, Butter Chicken, Tandoori Chicken, Coffee, Biryani, Kadhai Murgh","Home Delivery, No Alcohol Available"
Ottimo at West View - ITC Maurya,Chanakyapuri,011 26112233,6600,3.9/5,"ITC Maurya, Chanakyapuri, New Delhi",South Delhi,Fine Dining,"west view itc maurya menu, west view itc maurya, ottimo at west view, 1, west view",0,Claimed listing ,"Prawn, Salads, Risotto, Wine, Pizza, Lamb Chops, Sunday Brunch","Wheelchair Accessible, Wine, Outdoor Seating, Luxury Dining, Wifi, Table booking recommended, Valet Parking Available, Brunch, 4/5 Star, Rooftop"
Foodflix,West Delhi,011 33106037,650,NEW,In and around Tagore Garden,Zomato Delivery,Delivery,"foodflix new delhi, foodflix tagore garden menu, foodflix, foodflix menu, foodflix new delhi menu",0,Claimed listing ,Pizza,Delivery Only
Fork You,Hauz Khas Village,+91 9810144991,1600,4.0/5,"30, 1st Floor, Hauz Khas Village, New Delhi",South Delhi,Lounge,"1, fork you, fork you delhi, fork you hauz khas, fork you menu",0,Claim this listing,"Burgers, Cocktails, Peanut Butter Nutella Shake, Chips, Pasta, Onion Rings, Veg Nachos","Full Bar Available, Outdoor Seating, Live Music, Live Sports Screening, Smoking Area, Wifi, Nightlife, Table booking recommended"
iSkate Cafe,DLF Phase 3,0124 4610606,1000,3.6/5,"632, 6th Floor, Ambience Mall, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),Caf,"ice skating in delhi ambience mall price, ambience mall ice skating, ice skating in delhi, 1, ambience mall ice skating price",0,Claim this listing,"Ice Skating, Pizza, Pasta, Coffee, Burgers","Full Bar Available, Entry Fee, Live Entertainment"
Deepak Rasoi,DLF Phase 3,+91 9289962588,450,2.6/5,"U-54/21, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),Dhaba,"deepak rasoi dlf phase 3, deepak rasoi, deepak rasoi dlf phase 3 menu, 1, deepak rasoi menu",25,Claim this listing,Not Available,"Breakfast, Home Delivery, Wheelchair Accessible, No Alcohol Available, Outdoor Seating"
Mr. Zurros,"Sector 38, Noida",+91 9680000315,200,3.1/5,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",Noida,Dessert Parlor,"mr. zurros sector 38, noida menu, mr. zurros noida, zurros prize in india, mr. zurros menu, mr nodia",0,Claimed listing ,"Vanilla Shake, Pineapple Shake, Latte Coffee, Choco-o Reo","Vegetarian Only, Desserts and Bakes"
Punjab Grill Tappa,DLF Cyber City,011 33105978,1800,4.2/5,"Shop 19, Ground Floor, DLF Cyber City, Gurgaon",Gurgaon (Gurugram),Casual Dining,"1, punjab grill cyber hub, punjab grill tappa on zomato, punjab grill cyber hub gurgaon, punjab grill tappa zomato",0,Claimed listing ,"Jumbo Prawns, Tandoori Chicken, Cocktails, Butter Chicken, Malai Tikka, Salad, Lemonade","Serves Non Veg, Full Bar Available, Smoking Area, Outdoor Seating, Table booking recommended, Wifi"
Anmol Khana Services,East of Kailash,+91 9350243697,400,-,"100, B Block, Amritpuri, Near Iskcon Temple, East of Kailash, New Delhi",South Delhi,Delivery,"anmol khana.com, mnmolkahna, www.anmolkhana.cm, anmol khana srvices new delhi delhi, anmolkhana.cm",2,Claim this listing,"Malai Kofta, Shahi Paneer, Kadhai Paneer, Dum Aloo","Breakfast, Delivery Only, Seating Not Available, Vegetarian Only, No Alcohol Available"
Waffle King,Rohini,+91 9999152015,350,3.9/5,"F 18/20, Sector 8, Rohini, New Delhi",North Delhi,Dessert Parlor,"waffle king, waffle king ludhiana menu, waffle king rohini sector 8, waffle king rohini, waffle king in ludhiana",0,Claim this listing,"Brownie Shake, Pancakes, Candy Crush, Chocolate Waffles, Chocolate Fantasy, Oreo Shake, Nutella Waffle","Home Delivery, Vegetarian Only, Outdoor Seating"
Fortune Deli - Fortune Inn Grazia,"Sector 27, Noida",0120 3988444,2000,3.2/5,"Fortune Inn Grazia, Block 1, 1A, Sector 27, Noida",Noida,Casual Dining,"1, fortune hotel noida, itc fortune noida, fortune inn grazia noida noida uttar pradesh, fortune restaurant noida",25,Claim this listing,Not Available,"Breakfast, Wheelchair Accessible, Full Bar Available, 4/5 Star, Valet Parking Available"
The Beer Cafe,Subhash Nagar,011 40367618,1250,3.4/5,"Third Floor, Pacific Mall, Subhash Nagar, New Delhi",West Delhi,Casual Dining,"बियर कैफ़े पसिफ़िक मॉल सुभाष नगर, the beer cafe pacific mall, the beer cafe- pacific mall new delhi delhi, pacific mall beer cafe, beer cafe pecifice mall subhsh nagar",0,Claimed listing ,"Beer, Pizza",Full Bar Available
Yum Yum Cha,Khan Market,011 41523030,1800,4.6/5,"Shop 69, First floor, Middle Lane, Khan Market, New Delhi",Central Delhi,Casual Dining,"cha, yum yum cha khan market, yum yum cha khan market nearest metro, yum yum choy khan market menu, yum yum cha",0,Claimed listing ,"Yum Cha, Noodles, Veg Sushi, Sweet Potato Fries, Momos, Mochi Ice Cream, Hot Pot",No Alcohol Available
Silbatta Authetic Regional Curries,Sushant Lok,+91 7289011306,600,2.9/5,"E-308, Sushant Shopping Arcade, Phase 1, Sushant Lok, Gurgaon",Gurgaon (Gurugram),Delivery,"sushant shopping arcade gurgaon, silbatta authetic regional curries gurgaon, silbatta authetic regional curries sushant lok menu, silbatta authetic regional curries menu, silbatta gurgaon",4,Claimed listing ,"Bengali Fish Curry With Rice, Chicken Curry With Pulao","Delivery Only, Seating Not Available, No Alcohol Available"
Kolkatta Junction,Malviya Nagar,+91 9654902057,300,-,"Shop 24, Chacha Nehru Market, Gurudwara Road, Malviya Nagar, New Delhi",South Delhi,Quick Bites,"kolkatta junction new delhi, kolkatta junction menu, kolkatta junction restaurant, kolkatta junction new delhi menu, kolkatta junction malviya nagar menu",1,Claim this listing,Not Available,"Breakfast, No Alcohol Available"
Health Juice Centre,Vijay Nagar,+91 8527694131,150,2.6/5,"D 1/3, Near HDFC Bank, Main Road, Vijay Nagar, New Delhi",North Delhi,"Beverage Shop, Quick Bites","health juice centre, grovers juice vijay nagar, health juice center delhi, health juice dellhi, health juice corner contact no. vijay ngr new delhi",0,Claim this listing,"Sandwiches, Sandwich","Home Delivery, No Alcohol Available, Outdoor Seating"
Chaat Adda,South City 2,+91 9873865948,300,Not Available,"AVA Court Mall, Near Park Hospital, Chestnut Street, Malibu Town, South City 2, Gurgaon",Gurgaon (Gurugram),Quick Bites,"chaat adda gurgaon menu, chaat adda menu, chaat adda south city 2 menu, chaat adda, chaat adda gurgaon",0,Claim this listing,Not Available,"Takeaway Only, Seating Not Available, Vegetarian Only, No Alcohol Available"
WALK INN,Sohna Road,+91 9910123181,300,NEW,"SHOP NO. 11 -12 ,GAGAN ENCLAVE MARKET G.T. ROAD GHAZIABAD , GHAZIABAD, Delhi NCR",Gurgaon (Gurugram),Maybe Delivery,"walk inn gurgaon menu, walk inn sohna road menu, walk inn gurgaon, walk inn restaurant, walk inn menu",0,Claim this listing,Not Available,"Vegetarian Only, Free Parking, Drive in, Outdoor Seating"
Red Mango,Vasant Kunj,011 40870194,700,3.5/5,"Level 2, Ambience Mall, Vasant Kunj, New Delhi",South Delhi,"Dessert Parlor, Quick Bites","red mango india, red mango, mango new delhi delhi 110070, 1, red mango price list",0,Claimed listing ,"Chocolate Shake, Waffles, Sandwiches, Coffee, Pasta, Blueberry Yogurt, Madagascar Vanilla","Breakfast, No Alcohol Available, Desserts and Bakes"
The Chief,Rohini,+91 8745921705,100,-,"Plot 1, 1st Floor, Main Bawana Road, Opposite DTU, Rohini, New Delhi",North Delhi,Quick Bites,"the chief rohini menu, the chief menu, the chief new delhi, the chief new delhi menu, the chef restaurent dtu",1,Claim this listing,Not Available,"Home Delivery, No Alcohol Available, Outdoor Seating"
Red Cherri Ice Cream Parlour,Vijay Nagar,00 08130452838,600,NEW,"B-24A, Single Story, Near GTB Metro Station, Vijay Nagar, New Delhi",North Delhi,Dessert Parlor,"red cherri ice cream parlour menu, red cherri ice cream parlour vijay nagar menu, red cherri ice cream parlour restaurant, red cherri ice cream parlour new delhi menu, red cherri ice cream parlour new delhi",3,Claim this listing,Not Available,"Desserts and Bakes, Wifi"
Owl is Well,Safdarjung,+91 8976646314,1000,4.1/5,"Humayupur, Safdarjung, New Delhi",South Delhi,Delivery,"zomato owl is well, owl is well, owl is well address, owl is well no., ownl is welle",0,Claimed listing ,"Burgers, Garlic Bread, Margherita Pizza, Chocolate Cake, Chicken Wings, Cheesecake, Zafferano Pasta","Delivery Only, Seating Not Available, No Alcohol Available"
Ekta Dairy Sweets & Namkeen,Rohini,011 27891048,300,-,"A 10/28, Sector 18, Rohini, New Delhi",North Delhi,"Bakery, Quick Bites","ekta dairy sweets & namkeen new delhi menu, ekta dairy sweets & namkeen new delhi, ekta dairy sweets & namkeen restaurant, ekta dairy sweets & namkeen rohini menu, ekta dairy sweets & namkeen menu",0,Claim this listing,Not Available,"Breakfast, Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
The Cake Factory,Kalkaji,011 26446999,400,3.8/5,"14, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",South Delhi,Bakery,"moose factory chennai, cake factory, 1, the cake factory new delhi delhi, cake factory kalkaji",0,Claim this listing,"Grilled Sandwich, Chicken Patty","Home Delivery, No Alcohol Available, Desserts and Bakes"
Shophouse by Kylin,Golf Course Road,0124 2385285,1500,3.7/5,"T 1-107, 1st Floor, One Horizon Centre, Golf Course Road, Gurgaon",Gurgaon (Gurugram),Casual Dining,"shophouse by kylin, shop house zomato, shop house by kylin, shophouse by kylin restaurant, kylin shophouse",0,Claimed listing ,"Salmon Sushi, Jasmine Tea, Tom Yum Soup, Basil Chicken, Chocolate Mousse, Mango Mousse, Egg Fried Rice","Wheelchair Accessible, Wine and Beer, Table reservation required, Valet Parking Available, Outdoor Seating"
Shiv Hotel,Paharganj,+91 8826905707,200,-,"Opposite New Delhi Railway Station, Paharganj, New Delhi",Central Delhi,Dhaba,"hotel for food in delhi railway station, shiv hotel paharganj menu, shiv hotel delhi near railway station, shiv hotel menu, hotel in delhi near railway station for dinner",0,Claim this listing,Not Available,"Breakfast, No Alcohol Available"
The Snack Box,Rohini,Not Available,300,-,"Shop 1, D 15 / 29, Sector 3, Rohini, New Delhi",North Delhi,Quick Bites,"top menu for snacks box, menu snack kotak, sp snack box menu, thesnackbox, menu snack box",1,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Kowloon Express,East of Kailash,+91 9999375757,400,3.6/5,"Shop 11/12, DDA Market, Mount Kailash, East of Kailash, New Delhi",South Delhi,Casual Dining,"kowloon express, kowloon express new delhi delhi, kowloon express east of kailash, 1, kowloon kalkaji",0,Claimed listing ,Chilli Chicken,"Home Delivery, No Alcohol Available"
Punjabiya Di Chaap,Janakpuri,011 65285553,300,3.1/5,"D1 A/16, DDA Market, Janakpuri, New Delhi",West Delhi,"Takeaway, Delivery","punjabiya di tour pictures, panjabiyaan di chaap, punjabiya di chaap janakpuri d.block, punjabiya di chaap janakpuri d block, chaap in janakpuri",10,Claim this listing,Not Available,"Home Delivery, Seating Not Available, Serves Non Veg, No Alcohol Available"
Vidya Bakery,Lawrence Road,+91 9810898666,1000,-,"185/7, Block C, Opposite SBI Bank, Keshavpuram, Lawrence Road, New Delhi",North Delhi,"Takeaway, Delivery","vidya bakery menu, vidya bakery restaurant, vidya bakery new delhi, vidya bakery new delhi menu, vidya bakery lawrence road menu",0,Claimed listing ,Not Available,"Home Delivery, No Alcohol Available"
The Grill Kitchen - Gourmet,Greater Kailash 2 (GK2),+91 7289009006,750,3.7/5,"Greater Kailash (GK) 2, New Delhi, Greater Kailash 2 (GK2), New Delhi",South Delhi,Delivery,"the grill kitchen gk1, the grill kitchen, cooking kam kothi gk1, 2 rupees satar chinh, the grill kitchen new delhi delhi",0,Claimed listing ,"Dal Makhani, Butter Chicken, Paneer Tikka, Chicken Biryani, Dhania Chicken, Paneer Lababdar, Wings","Delivery Only, Seating Not Available, No Alcohol Available"
Everest Momos & Chinese Fast Food,Punjabi Bagh,+91 7503609018,350,3.2/5,"Central Market, Punjabi Bagh, New Delhi",West Delhi,Quick Bites,"fast food momos, everest momos punjabi bagh, momos fast food, everest chinese punjabi bagh, 1",31,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Foodophiles,Rohini,+91 9716551326,600,3.3/5,"Sector 9, Rohini, New Delhi",North Delhi,"Takeaway, Delivery","foodophiles zomato, delhi41 volleyball match interjone pritampura, hideout lounge cafe delhi, 1, foodophiles menu",36,Claim this listing,"Oreo Shake, Kit Kat Shake, Maggi Samosa","Home Delivery, Seating Not Available, No Alcohol Available"
Thali 55,Greater Kailash 1 (GK1),+91 9958875838,200,-,"Greater Kailash 1 (GK1), New Delhi",South Delhi,Delivery,"thali 55 greater kailash 1 (gk1) menu, thali 55 restaurant, thali 55 new delhi menu, thali 55 new delhi, thali 55 menu",2,Claim this listing,Not Available,"Delivery Only, Seating Not Available"
Wah Ji Wah,Malviya Nagar,+91 9643216008,400,3.1/5,"T-5, Krishna Mandir Road, Khirki Extension, Malviya Nagar, New Delhi, Delhi NCR",South Delhi,Quick Bites,"wah ji wah malviya nagar menu, wah ji wah new delhi menu, wah ji wah restaurant, wah ji wah new delhi, wah ji wah menu",18,Claimed listing ,Not Available,"Home Delivery, No Alcohol Available"
Swiss Softy,Rohini,Not Available,300,3.7/5,"Ground Floor, Unity One Mall, Bhagawan Mahavir Marg, Near Rohini West Metro Station, Sector 10, Rohini, New Delhi",North Delhi,Dessert Parlor,"narthiy softy, swiss softy head office delhi, unity one rohini gaming new delhi delhi, waffle in rohini sg mall, softy machine in delhi",0,Claim this listing,"Waffles, Brownie Fudge, Nutella Waffle","Seating Not Available, No Alcohol Available, Desserts and Bakes"
Ya Mal Alsham,Karol Bagh,+91 8800040285,500,NEW,"Shop 1, 5A-5, Pooja Park WEA, Karol Bagh, New Delhi",West Delhi,Quick Bites,"ya mal alsham restaurant, ya mal alsham menu, ya mal alsham new delhi menu, ya mal alsham new delhi, ya mal alsham karol bagh menu",1,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Bhansaghar,Safdarjung,011 49122404,600,3.6/5,"111, NCC Gate, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",South Delhi,Casual Dining,"best tradisnal nepali food at delhi, bhansaghar humayunpur, bhansagar restaurant, bhansa ghar safdarjung, bhansaghr restaurant in safdarjung",0,Claimed listing ,Not Available,"Home Delivery, No Alcohol Available, Wifi"
Insta Delivers,Rohini,+91 9873608084,350,2.7/5,"C.S.C-2, Shop 12, DDA Complex, Sector 11, Rohini, New Delhi",North Delhi,Delivery,"insta delivers restaurant, insta delivers rohini menu, insta delivers new delhi, insta delivers new delhi menu, insta delivers menu",5,Claimed listing ,Not Available,"Delivery Only, Seating Not Available"
Khaa-Roz,Rohini,+91 9213666613,300,4.0/5,"E 14, Prahlad Vihar, Sector 25, Rohini, New Delhi",North Delhi,Quick Bites,"khaa-roz menu, khaa-roz new delhi menu, khaa-roz restaurant, khaa-roz rohini menu, khaa-roz new delhi",0,Claimed listing ,"Butter Chicken, Paneer Tikka, Panneer Butter Masala, Dal Makhani","Home Delivery, Seating Not Available, No Alcohol Available"
Ministry Of Beer,"Sector 29, Gurgaon",+91 7290072811,1500,4.1/5,"Vatika Grand, Near Leisure Valley, Sector 29, Gurgaon",Gurgaon (Gurugram),"Pub, Bar","mob sector 29, ministry of beer menu, ministry of beer gurugram haryana, ministry of beer, mob gurgaon",0,Claimed listing ,"Beer, Risotto, Cocktails, Pasta, Pizza, Bhatti Ka Murgh, Bun Tikki","Full Bar Available, Nightlife, Outdoor Seating, Smoking Area, Live Music, Private Dining Area Available, Wifi"
Late Night Delivers,Janakpuri,+91 8505888811,500,3.2/5,"C4EMarket, Behind Government School, Janakpuri, New Delhi",West Delhi,Delivery,"late night delivers at janak puri menu, late night deliver at janak puri, laye night food in janakpuri, late night food in janakpuri, late night delivers janak puri",0,Claimed listing ,Not Available,"Delivery Only, Seating Not Available, No Alcohol Available"
Rollmaal,Gurgaon (Gurugram),+91 8588835504,500,3.6/5,In and around Sikandarpur,Zomato Delivery,"Takeaway, Delivery","sikandarpur, 1, rollmaal sikanderpur, rollmaal sikandarpur gurugram haryana, randi in sikandarpur",0,Claimed listing ,"Rolls, Momos, Veggie Roll, Paratha, Paneer Roll","Home Delivery, Seating Not Available, No Alcohol Available"
Mukesh Anday Wala,Parliament Street,+91 8800998515,100,NEW,"Shop-25 A, SHOPPING COMPLEX, Phase-1, DDA Market, Palam Manglapuri, New Delhi.",Central Delhi,Quick Bites,"mukesh anday wala new delhi menu, mukesh anday wala new delhi, mukesh anday wala restaurant, mukesh anday wala menu, mukesh anday wala parliament street menu",2,Claim this listing,Not Available,Breakfast
Samrat Restaurant,Delhi University-GTB Nagar,011 27607747,700,3.5/5,"74-A, Near Gate 1, GTB Nagar Metro Station, Kingsway Camp Chowk, Delhi University-GTB Nagar, New Delhi",North Delhi,Casual Dining,"samrat restaurant new delhi delhi, samrat restaurant gtb nagar, 1, samrat restaurant gtb nagar menu, samrat restaurant",0,Claim this listing,"Lassi, Dal Makhani, Shahi Paneer, Malai Tikka, Tawa Chicken, Malai Kofta, Tandoori Chicken","Home Delivery, Wheelchair Accessible, No Alcohol Available"
Kings Kulfi,Shalimar Bagh,+91 9999374755,150,3.2/5,"Ground Floor, DLF City Centre Mall, Shalimar Bagh, New Delhi",North Delhi,Dessert Parlor,"shalimar king, 1, salimarking, kings kulfi, salimar king",16,Claimed listing ,Not Available,"Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Welcome Dil Mange More Dhaba,Saket,+91 9990462353,250,NEW,"Uday Kunj, Saidulajab, MB Road, Saket, New Delhi",South Delhi,Dhaba,"welcome dil mange more dhaba menu, welcome dil mange more dhaba new delhi, welcome dil mange more dhaba new delhi menu, welcome dil mange more dhaba restaurant, welcome dil mange more dhaba saket menu",0,Claim this listing,Not Available,"Breakfast, Home Delivery, No Alcohol Available, Serves Jain Food"
Burger Singh,Golf Course Road,+91 8767121212,300,3.6/5,"2, Ground Floor, Suncity Business Tower, Golf Course Road, Gurgaon",Gurgaon (Gurugram),Quick Bites,"burger singh golf course road menu, 1, burger singh, burger singh gurgaon, burger singh menu",0,Claimed listing ,"Burgers, Fries, Bihari Mutton Burger, Punjab Chicken Burger, Paneer Burger, Potato Crunch Burger, Falafel Bomb Burger","Home Delivery, No Alcohol Available, Wifi"
Bom Bae Deli,Punjabi Bagh,+91 9717596055,800,Not Available,"42, 3rd Floor, NWA, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",West Delhi,"Takeaway, Delivery","bom bae deli punjabi bagh menu, bom bae deli menu, bom bae deli new delhi menu, bom bae deli new delhi, bom bae deli restaurant",0,Claim this listing,Not Available,"Home Delivery, Seating Not Available"
